Author,Title,Abstract
EMMA LEJEUNE,Mechanical MNIST - Fashion,"Each dataset in the Mechanical MNIST collection contains the results of 70,000 (60,000 training examples + 10,000 test examples) finite element simulation of a heterogeneous material subject to large deformation. Mechanical MNIST - Fashion is generated by first converting the fashion MNIST bitmap images (https://github.com/zalandoresearch/fashion-mnist) to 2D heterogeneous blocks of material. Consistent with the MNIST bitmap ($28 \times 28$ pixels), the material domain is a $28 \times 28$ unit square. In “Mechanical MNIST - Fashion,” the material is Neo-Hookean with a varying modulus. In the Uniaxial Extension (UE) case, the bottom of the domain is fixed (Dirichlet boundary condition), the left and right edges of the domain are free, and the top of the domain is fixed horizontally and moved vertically to a given fixed displacement (d). In the Equibiaxial Extension (EE) case, the top of the domain is free horizontally and moved vertically to a given fixed displacement (d), the right of the domain is free vertically and moved horizontally to a given fixed displacement (d), the bottom of the domain is free horizontally and moved vertically to a given fixed displacement (-d), and the left of the domain is free vertically and moved horizontally to a given fixed displacement (-d). The results of the simulations include: (1) change in strain energy at a perturbation level step (d=0.001), and at the final applied displacement (d=14 for UE, d=7 for EE) (2) total reaction force at a perturbation level step (d=0.001 for UE, d=.0005 for EE), and at the final applied displacement (d=14 for UE, d=7 for EE), (3) full field displacement at a perturbation level step (d=0.001), and at the final applied displacement (d=14 for UE, d=7 for EE), and (4) the components of the deformation gradient (F11, F12, F21, F22) at the final applied displacement (d=14 for UE, d=7 for EE). The x-reaction (first column) and y-reaction (second column) forces are given. For the UE case, this corresponds to the top boundary. For the EE case, this correspond to the left and top boundaries. All simulations are conducted with the FEniCS computing platform (https://fenicsproject.org). The code to reproduce these simulations and import these text files is hosted on GitHub (https://github.com/elejeune11/Mechanical-MNIST-fashion)."
EMMA LEJEUNE,Mechanical MNIST – Distribution Shift,"The Mechanical MNIST – Distribution Shift dataset contains the results of finite element simulation of heterogeneous material subject to large deformation due to equibiaxial extension at a fixed boundary displacement of d = 7.0. The result provided in this dataset is the change in strain energy after this equibiaxial extension. The Mechanical MNIST dataset is generated by converting the MNIST bitmap images (28x28 pixels) with range 0 - 255 to 2D heterogeneous blocks of material (28x28 unit square) with varying modulus in range 1- s. The original bitmap images are sourced from the MNIST Digits dataset, (http://www.pymvpa.org/datadb/mnist.html) which corresponds to Mechanical MNIST – MNIST, and the EMNIST Letters dataset (https://www.nist.gov/itl/products-and-services/emnist-dataset) which correspond to Mechanical MNIST – EMNIST Letters. The Mechanical MNIST – Distribution Shift dataset is specifically designed to demonstrate three types of data distribution shift: (1) covariate shift, (2) mechanism shift, and (3) sampling bias, for all of which the training and testing environments are drawn from different distributions. For each type of data distribution shift, we have one dataset generated from the Mechanical MNIST bitmaps and one from the Mechanical MNIST – EMNIST Letters bitmaps. For the covariate shift dataset, the training dataset is collected from two environments (2500 samples from s = 100, and 2500 samples from s = 90), and the test data is collected from two additional environments (2000 samples from s = 75, and 2000 samples from s = 50). For the mechanism shift dataset, the training data is identical to the training data in the covariate shift dataset (i.e., 2500 samples from s = 100, and 2500 samples from s = 90), and the test datasets are from two additional environments (2000 samples from s = 25, and 2000 samples from s = 10).  For the sampling bias dataset, datasets are collected such that each datapoint is selected from the broader MNIST and EMNIST inputs bitmap selection by a probability which is controlled by a parameter r. The training data is collected from two environments (9800 from r = 15, and 200 from r = -2), and the test data is collected from three different environments (2000 from r = -5, 2000 from r = -10, and 2000 from r = 1).  Thus, in the end we have 6 benchmark datasets with multiple training and testing environments in each. The enclosed document “folder_description.pdf'” shows the organization of each zipped folder provided on this page. The code to reproduce these simulations is available on GitHub (https://github.com/elejeune11/Mechanical-MNIST/blob/master/generate_dataset/Equibiaxial_Extension_FEA_test_FEniCS.py). "
EMMA LEJEUNE,Mechanical MNIST - Cahn-Hilliard,"The Mechanical MNIST Cahn-Hilliard dataset contains the results of 104,813 Finite Element simulations of a heterogeneous material domain subject to large equibiaxial extension deformation. The heterogeneous domain patterns are generated from a Finite Element implementation of the Cahn-Hilliard equation. Different stripe and circle patterns are obtained by varying four simulation parameters: the initial concentration, the grid size on which the concentration is initialized, parameter $\lambda$, and $b$, the peak-to-valley value of the symmetric double-well chemical free-energy function. Binary bitmap images of 400 x 400 pixels are converted into two-dimensional meshed domains of binary material using the OpenCV library, Pygmsh, and Gmsh 4.6.0. We also include in this dataset the 104,813 patterns (37,523 from case 1, 37,680 from case 2, and 29,610 from case 3) used in the Finite Element simulations stored as binary images in text files. After pattern generation, the material domain is modeled as a unit square of Neo-Hookean binary material (high concentration areas correspond to Young's Modulus 10, low concentration areas correspond to Young's Modulus 1). For equibiaxial extension, each of the four edges of the domain is displaced to 50% of the initial domain size in the direction of the outward normal to the surface with fixed displacements (d = [0.0,0.001,0.1,0.2,0.3,0.4,0.5]). Here we provide the simulation results consisting of the following: (1) change in strain energy reported at each level of applied displacement, (2) total reaction force at the four boundaries reported at each level of applied displacement, and (3) full field displacement reported at the final applied displacement d=0.5. All Finite Element simulations are conducted with the FEniCS computing platform (https://fenicsproject.org). The code to reproduce these simulations (both pattern generation simulations and equibiaxial extension simulations) is hosted on GitHub (https://github.com/elejeune11/Mechanical-MNIST-Cahn-Hilliard). The enclosed document “description.pdf'” contains additional details."
EMMA LEJEUNE,Mechanical MNIST – Unsupervised Learning Dataset,"The Mechanical MNIST dataset collection contains Finite Element simulations of heterogeneous materials undergoing applied displacement. Here, we introduce a new benchmark dataset designed specifically for assessing unsupervised learning methods where the goal is to discover patterns from unlabeled data. To obtain this dataset, we generate displacement fields from Finite Element simulations and uniformly sample approximately 1500 displacement markers on each domain of interest. Since unsupervised learning aims to identify patterns in labeled data, we provide a dataset where the primary objective is to explore unlabeled data, while simultaneously providing “ground truth” information to ultimately evaluate the efficacy of different unsupervised learning approaches. It is important to note however, that in the intended applications of these methods, ground truth information will likely be absent, particularly in experimental studies of intricate heterogeneous soft tissue. Broadly speaking, this computationally generated dataset mimics the behavior of soft materials, while simultaneously providing ground truth information for method evaluation. In total, the dataset contains the following combinations of conditions: 6 different heterogeneous material patterns, 2 constitutive models, 4 controlled boundary conditions, and 1 random boundary condition. Here, we include the tutorials for our dataset with the name “dataset_tutorials.pdf”. This document contains the information to understand the contents of our dataset, as well as the instructions on how to use the data. The many options from our dataset should enable researchers to explore unsupervised learning methods on soft materials."
EMMA LEJEUNE,Mechanical MNIST - Uniaxial Extension,"Each dataset in the Mechanical MNIST collection contains the results of 70,000 (60,000 training examples + 10,000 test examples) finite element simulation of a heterogeneous material subject to large deformation. Mechanical MNIST is generated by first converting the MNIST bitmap images (http://www.pymvpa.org/datadb/mnist.html) to 2D heterogeneous blocks of material. Consistent with the MNIST bitmap ($28 \times 28$ pixels), the material domain is a $28 \times 28$ unit square. In “Mechanical MNIST - Uniaxial Extension,” the material is Neo-Hookean with a varying modulus. The bottom of the domain is fixed (Dirichlet boundary condition), the left and right edges of the domain are free, and the top of the domain is fixed horizontally and moved vertically to a set of given fixed displacements (d = [0.0, 0.001, 0.01, 0.1, 0.5, 1.0, 2.0, 4.0, 6.0, 8.0, 10.0, 12.0, 14.0 ]). The results of the simulations include: (1) change in strain energy at each step, (2) total reaction force at the top boundary at each step, and (3) full field displacement at each step. All simulations are conducted with the FEniCS computing platform (https://fenicsproject.org). The code to reproduce these simulations is hosted on GitHub (https://github.com/elejeune11/Mechanical-MNIST/tree/master/generate_dataset)."
EMMA LEJEUNE,Predicting mechanically driven full-field quantities of interest with deep learning-based metamodels,"Using simulation to predict the mechanical behavior of heterogeneous materials has applications ranging from topology optimization to multi-scale structural analysis. However, full-fidelity simulation techniques such as Finite Element Analysis, while effective, can be prohibitively computationally expensive when they are used to explore the massive input parameter space of heterogeneous materials. Therefore, there has been significant recent interest in machine learning-based models that, once trained, can predict mechanical behavior at a fraction of the computational cost compared to full fidelity simulations. Over the past several years, research in this area has been focused mainly on predicting single Quantities of Interest (QoIs). However, there has recently been an increased interest in a more challenging problem: predicting full-field QoI (e.g., displacement/strain fields, damage fields) for mechanical problems. Due to the added complexity of full-field information, network architectures that perform well on single QoI problems may perform relatively poorly in the full-field QoI problem setting. This problem is also challenging because, even outside the Mechanics research community, deep learning approaches to image-to-image mapping and full-field image analysis remain poorly understood. The work presented in this paper is twofold. First, we made a significant extension to the Mechanical MNIST dataset designed to enable the investigation of full-field QoI prediction. Specifically, we added Finite Element simulation results of quasi-static brittle fracture in a heterogeneous material captured with the phase-field method. This problem was chosen as a broadly relevant ”challenge problem” for full-field QoI prediction. Second, we investigated multiple Deep Neural Network architectures and subsequently established strong baseline performance for predicting full-field QoI. We found that a MultiRes-WNet architecture with straightforward data augmentation achieves 0.80% and 0.34% Mean Absolute Percentage Error on full-field displacement prediction for Equibiaxial Extension and Uniaxial Extension datasets in the Mechanical MNIST Fashion dataset, respectively. In addition, we found that our MultiRes-WNet architecture combined with a basic Convolutional Autoencoder achieves a mean score of 0.87 on the newly added Mechanical MNIST Crack Path dataset. In addition to presenting the results in this paper, we have released our model implementation and the Mechanical MNIST Crack Path dataset under open-source licenses. We anticipate that future researchers will directly use our model architecture on related datasets and potentially design models that exceed the baseline performance for predicting full-field QoI established in this paper."
EMMA LEJEUNE,Mechanically programming anisotropy in engineered muscle with actuating extracellular matrices,
EMMA LEJEUNE,Locality sensitive hashing via mechanical behavior,
EMMA LEJEUNE,SarcGraph: a Python package for analyzing the contractile behavior of pluripotent stem cell-derived cardiomyocytes,
JAMES CAMPBELL,NRXN3 Is a Novel Locus for Waist Circumference: A Genome-Wide Association Study from the CHARGE Consortium,"Central abdominal fat is a strong risk factor for diabetes and cardiovascular disease. To identify common variants influencing central abdominal fat, we conducted a two-stage genome-wide association analysis for waist circumference (WC). In total, three loci reached genome-wide significance. In stage 1, 31,373 individuals of Caucasian descent from eight cohort studies confirmed the role of FTO and MC4R and identified one novel locus associated with WC in the neurexin 3 gene [NRXN3 (rs10146997, p = 6.4×10−7)]. The association with NRXN3 was confirmed in stage 2 by combining stage 1 results with those from 38,641 participants in the GIANT consortium (p = 0.009 in GIANT only, p = 5.3×10−8 for combined analysis, n = 70,014). Mean WC increase per copy of the G allele was 0.0498 z-score units (0.65 cm). This SNP was also associated with body mass index (BMI) [p = 7.4×10−6, 0.024 z-score units (0.10 kg/m2) per copy of the G allele] and the risk of obesity (odds ratio 1.13, 95% CI 1.07–1.19; p = 3.2×10−5 per copy of the G allele). The NRXN3 gene has been previously implicated in addiction and reward behavior, lending further evidence that common forms of obesity may be a central nervous system-mediated disorder. Our findings establish that common variants in NRXN3 are associated with WC, BMI, and obesity. Author Summary Obesity is a major health concern worldwide. In the past two years, genome-wide association studies of DNA markers known as SNPs (single nucleotide polymorphisms) have identified two novel genetic factors that may help scientists better understand why some people may be more susceptible to obesity. Similarly, this paper describes results from a large scale genome-wide association analysis for obesity susceptibility genes that includes 31,373 individuals from 8 separate studies. We uncovered a new gene influencing waist circumference, the neurexin 3 gene (NRXN3), which has been previously implicated in studies of addiction and reward behavior. These findings lend further evidence that our genes may influence our desire and consumption of food and, in turn, our susceptibility to obesity."
JAMES CAMPBELL,Church and state under Henry II,
JAMES CAMPBELL,NFIA Haploinsufficiency Is Associated with a CNS Malformation Syndrome and Urinary Tract Defects,"Complex central nervous system (CNS) malformations frequently coexist with other developmental abnormalities, but whether the associated defects share a common genetic basis is often unclear. We describe five individuals who share phenotypically related CNS malformations and in some cases urinary tract defects, and also haploinsufficiency for the NFIA transcription factor gene due to chromosomal translocation or deletion. Two individuals have balanced translocations that disrupt NFIA. A third individual and two half-siblings in an unrelated family have interstitial microdeletions that include NFIA. All five individuals exhibit similar CNS malformations consisting of a thin, hypoplastic, or absent corpus callosum, and hydrocephalus or ventriculomegaly. The majority of these individuals also exhibit Chiari type I malformation, tethered spinal cord, and urinary tract defects that include vesicoureteral reflux. Other genes are also broken or deleted in all five individuals, and may contribute to the phenotype. However, the only common genetic defect is NFIA haploinsufficiency. In addition, previous analyses of Nfia−/− knockout mice indicate that Nfia deficiency also results in hydrocephalus and agenesis of the corpus callosum. Further investigation of the mouse Nfia+/− and Nfia−/− phenotypes now reveals that, at reduced penetrance, Nfia is also required in a dosage-sensitive manner for ureteral and renal development. Nfia is expressed in the developing ureter and metanephric mesenchyme, and Nfia+/− and Nfia−/− mice exhibit abnormalities of the ureteropelvic and ureterovesical junctions, as well as bifid and megaureter. Collectively, the mouse Nfia mutant phenotype and the common features among these five human cases indicate that NFIA haploinsufficiency contributes to a novel human CNS malformation syndrome that can also include ureteral and renal defects. Author Summary Central nervous system (CNS) and urinary tract abnormalities are common human malformations, but their variability and genetic complexity make it difficult to identify the responsible genes. Analysis of human chromosomal abnormalities associated with such disorders offers one approach to this problem. In five individuals described herein, a novel human syndrome that involves both CNS and urinary tract defects is associated with chromosomal disruption or deletion of NFIA, encoding a member of the Nuclear Factor I (NFI) family of transcription factors. This syndrome includes brain abnormalities (abnormal corpus callosum, hydrocephalus, ventriculomegaly, and Chiari type I malformation), spinal abnormalities (tethered spinal cord), and urinary tract abnormalities (vesicoureteral reflux). Nfia disruption in mice was already known to cause hydrocephalus and abnormal corpus callosum, and is now shown to exhibit renal defects and disturbed ureteral development. Other genes besides NFIA are also disrupted or deleted and may contribute to the observed phenotype. However, loss of one copy of NFIA is the only genetic defect common to all five patients. The authors thus provide evidence that genetic loss of NFIA contributes to a distinct CNS malformation syndrome with urinary tract defects of variable penetrance."
CHRISTOPHER MA,Two-dimensional non-line-of-sight scene estimation from a single edge occluder,
CHRISTOPHER MA,"Shifts in microbial diversity, composition, and functionality in the gut and genital microbiome during a natural SIV infection in vervet monkeys","BACKGROUND: The microbiota plays an important role in HIV pathogenesis in humans. Microbiota can impact health through several pathways such as increasing inflammation in the gut, metabolites of bacterial origin, and microbial translocation from the gut to the periphery which contributes to systemic chronic inflammation and immune activation and the development of AIDS. Unlike HIV-infected humans, SIV-infected vervet monkeys do not experience gut dysfunction, microbial translocation, and chronic immune activation and do not progress to immunodeficiency. Here, we provide the first reported characterization of the microbial ecosystems of the gut and genital tract in a natural nonprogressing host of SIV, wild vervet monkeys from South Africa. RESULTS: We characterized fecal, rectal, vaginal, and penile microbiomes in vervets from populations heavily infected with SIV from diverse locations across South Africa. Geographic site, age, and sex affected the vervet microbiome across different body sites. Fecal and vaginal microbiome showed marked stratification with three enterotypes in fecal samples and two vagitypes, which were predicted functionally distinct within each body site. External bioclimatic factors, biome type, and environmental temperature influenced microbiomes locally associated with vaginal and rectal mucosa. Several fecal microbial taxa were linked to plasma levels of immune molecules, for example, MIG was positively correlated with Lactobacillus and Escherichia/Shigella and Helicobacter, and IL-10 was negatively associated with Erysipelotrichaceae, Anaerostipes, Prevotella, and Anaerovibrio, and positively correlated with Bacteroidetes and Succinivibrio. During the chronic phase of infection, we observed a significant increase in gut microbial diversity, alterations in community composition (including a decrease in Proteobacteria/Succinivibrio in the gut) and functionality (including a decrease in genes involved in bacterial invasion of epithelial cells in the gut), and partial reversibility of acute infection-related shifts in microbial abundance observed in the fecal microbiome. As part of our study, we also developed an accurate predictor of SIV infection using fecal samples. CONCLUSIONS: The vervets infected with SIV and humans infected with HIV differ in microbial responses to infection. These responses to SIV infection may aid in preventing microbial translocation and subsequent disease progression in vervets, and may represent host microbiome adaptations to the virus. Video Abstract."
CHRISTOPHER MA,"SIVagm infection in wild African green monkeys from South Africa: epidemiology, natural history, and evolutionary considerations","Pathogenesis studies of SIV infection have not been performed to date in wild monkeys due to difficulty in collecting and storing samples on site and the lack of analytical reagents covering the extensive SIV diversity. We performed a large scale study of molecular epidemiology and natural history of SIVagm infection in 225 free-ranging AGMs from multiple locations in South Africa. SIV prevalence (established by sequencing pol, env, and gag) varied dramatically between infant/juvenile (7%) and adult animals (68%) (p,0.0001), and between adult females (78%) and males (57%). Phylogenetic analyses revealed an extensive genetic diversity, including frequent recombination events. Some AGMs harbored epidemiological linked viruses. Viruses infecting AGMs in the Free State, which are separated from those on the coastal side by the Drakensberg Mountains, formed a separate cluster in the phylogenetic trees; this observation supports a long standing presence of SIV in AGMs, at least from the time of their speciation to their Plio-Pleistocene migration. Specific primers/probes were synthesized based on the pol sequence data and viral loads (VLs) were quantified. VLs were of 104 –106 RNA copies/ml, in the range of those observed in experimentally-infected monkeys, validating the experimental approaches in natural hosts. VLs were significantly higher (107–108 RNA copies/ml) in 10 AGMs diagnosed as acutely infected based on SIV seronegativity (Fiebig II), which suggests a very active transmission of SIVagm in the wild. Neither cytokine levels (as biomarkers of immune activation) nor sCD14 levels (a biomarker of microbial translocation) were different between SIVinfected and SIV-uninfected monkeys. This complex algorithm combining sequencing and phylogeny, VL quantification, serology, and testing of surrogate markers of microbial translocation and immune activation permits a systematic investigation of the epidemiology, viral diversity and natural history of SIV infection in wild African natural hosts."
CHRISTOPHER MA,Optical calibration of the SNO+ detector in the water phase with deployed sources,"SNO+ is a large-scale liquid scintillator experiment with the primary goal of searching for neutrinoless double beta decay, and is located approximately 2 km underground in SNOLAB, Sudbury, Canada. The detector acquired data for two years as a pure water Cherenkov detector, starting in May 2017. During this period, the optical properties of the detector were measured in situ using a deployed light diffusing sphere, with the goal of improving the detector model and the energy response systematic uncertainties. The measured parameters included the water attenuation coefficients, effective attenuation coefficients for the acrylic vessel, and the angular response of the photomultiplier tubes and their surrounding light concentrators, all across different wavelengths. The calibrated detector model was validated using a deployed tagged gamma source, which showed a 0.6% variation in energy scale across the primary target volume."
CHRISTOPHER MA,Predicting attitudinal and behavioral responses to COVID-19 pandemic using machine learning,"At the beginning of 2020, COVID-19 became a global problem. Despite all the efforts to emphasize the relevance of preventive measures, not everyone adhered to them. Thus, learning more about the characteristics determining attitudinal and behavioral responses to the pandemic is crucial to improving future interventions. In this study, we applied machine learning on the multinational data collected by the International Collaboration on the Social and Moral Psychology of COVID-19 (N = 51,404) to test the predictive efficacy of constructs from social, moral, cognitive, and personality psychology, as well as socio-demographic factors, in the attitudinal and behavioral responses to the pandemic. The results point to several valuable insights. Internalized moral identity provided the most consistent predictive contribution-individuals perceiving moral traits as central to their self-concept reported higher adherence to preventive measures. Similar results were found for morality as cooperation, symbolized moral identity, self-control, open-mindedness, and collective narcissism, while the inverse relationship was evident for the endorsement of conspiracy theories. However, we also found a non-neglible variability in the explained variance and predictive contributions with respect to macro-level factors such as the pandemic stage or cultural region. Overall, the results underscore the importance of morality-related and contextual factors in understanding adherence to public health recommendations during the pandemic."
CHRISTOPHER MA,Multiple Independent Loci at Chromosome 15q25.1 Affect Smoking Quantity: a Meta-Analysis and Comparison with Lung Cancer and COPD,"Recently, genetic association findings for nicotine dependence, smoking behavior, and smoking-related diseases converged to implicate the chromosome 15q25.1 region, which includes the CHRNA5-CHRNA3-CHRNB4 cholinergic nicotinic receptor subunit genes. In particular, association with the nonsynonymous CHRNA5 SNP rs16969968 and correlates has been replicated in several independent studies. Extensive genotyping of this region has suggested additional statistically distinct signals for nicotine dependence, tagged by rs578776 and rs588765. One goal of the Consortium for the Genetic Analysis of Smoking Phenotypes (CGASP) is to elucidate the associations among these markers and dichotomous smoking quantity (heavy versus light smoking), lung cancer, and chronic obstructive pulmonary disease (COPD). We performed a meta-analysis across 34 datasets of European-ancestry subjects, including 38,617 smokers who were assessed for cigarettes-per-day, 7,700 lung cancer cases and 5,914 lung-cancer-free controls (all smokers), and 2,614 COPD cases and 3,568 COPD-free controls (all smokers). We demonstrate statistically independent associations of rs16969968 and rs588765 with smoking (mutually adjusted p-values<10−35 and >10−8 respectively). Because the risk alleles at these loci are negatively correlated, their association with smoking is stronger in the joint model than when each SNP is analyzed alone. Rs578776 also demonstrates association with smoking after adjustment for rs16969968 (p<10−6). In models adjusting for cigarettes-per-day, we confirm the association between rs16969968 and lung cancer (p<10−20) and observe a nominally significant association with COPD (p = 0.01); the other loci are not significantly associated with either lung cancer or COPD after adjusting for rs16969968. This study provides strong evidence that multiple statistically distinct loci in this region affect smoking behavior. This study is also the first report of association between rs588765 (and correlates) and smoking that achieves genome-wide significance; these SNPs have previously been associated with mRNA levels of CHRNA5 in brain and lung tissue. Author Summary Nicotine binds to cholinergic nicotinic receptors, which are composed of a variety of subunits. Genetic studies for smoking behavior and smoking-related diseases have implicated a genomic region that encodes the alpha5, alpha3, and beta4 subunits. We examined genetic data across this region for over 38,000 smokers, a subset of which had been assessed for lung cancer or chronic obstructive pulmonary disease. We demonstrate strong evidence that there are at least two statistically independent loci in this region that affect risk for heavy smoking. One of these loci represents a change in the protein structure of the alpha5 subunit. This work is also the first to report strong evidence of association between smoking and a group of genetic variants that are of biological interest because of their links to expression of the alpha5 cholinergic nicotinic receptor subunit gene. These advances in understanding the genetic influences on smoking behavior are important because of the profound public health burdens caused by smoking and nicotine addiction."
CHRISTOPHER MA,The SNO+ experiment,
CHRISTOPHER MA,Current status and future prospects of the SNO+ experiment,"SNO+ is a large liquid scintillator-based experiment located 2 km underground at SNOLAB, Sudbury, Canada. It reuses the Sudbury Neutrino Observatory detector, consisting of a 12 m diameter acrylic vessel which will be filled with about 780 tonnes of ultra-pure liquid scintillator. Designed as a multipurpose neutrino experiment, the primary goal of SNO+ is a search for the neutrinoless double-beta decay (0νββ) of ^130Te. In Phase I, the detector will be loaded with 0.3% natural tellurium, corresponding to nearly 800 kg of ^130Te, with an expected effective Majorana neutrino mass sensitivity in the region of 55–133 meV, just above the inverted mass hierarchy. Recently, the possibility of deploying up to ten times more natural tellurium has been investigated, which would enable SNO+ to achieve sensitivity deep into the parameter space for the inverted neutrino mass hierarchy in the future. Additionally, SNO+ aims to measure reactor antineutrino oscillations, low energy solar neutrinos, and geoneutrinos, to be sensitive to supernova neutrinos, and to search for exotic physics. A first phase with the detector filled with water will begin soon, with the scintillator phase expected to start after a few months of water data taking. The 0νββ Phase I is foreseen for 2017."
CHRISTOPHER MA,Scintillation light detection in the 6-m drift-length ProtoDUNE Dual Phase liquid argon TPC,"DUNE is a dual-site experiment for long-baseline neutrino oscillation studies, neutrino astrophysics and nucleon decay searches. ProtoDUNE Dual Phase (DP) is a 6  ×  6  ×  6 m 3 liquid argon time-projection-chamber (LArTPC) that recorded cosmic-muon data at the CERN Neutrino Platform in 2019-2020 as a prototype of the DUNE Far Detector. Charged particles propagating through the LArTPC produce ionization and scintillation light. The scintillation light signal in these detectors can provide the trigger for non-beam events. In addition, it adds precise timing capabilities and improves the calorimetry measurements. In ProtoDUNE-DP, scintillation and electroluminescence light produced by cosmic muons in the LArTPC is collected by photomultiplier tubes placed up to 7 m away from the ionizing track. In this paper, the ProtoDUNE-DP photon detection system performance is evaluated with a particular focus on the different wavelength shifters, such as PEN and TPB, and the use of Xe-doped LAr, considering its future use in giant LArTPCs. The scintillation light production and propagation processes are analyzed and a comparison of simulation to data is performed, improving understanding of the liquid argon properties."
CHRISTOPHER MA,Prospects for beyond the standard model physics searches at the deep underground neutrino experiment: DUNE collaboration,"The Deep Underground Neutrino Experiment (DUNE) will be a powerful tool for a variety of physics topics. The high-intensity proton beams provide a large neutrino flux, sampled by a near detector system consisting of a combination of capable precision detectors, and by the massive far detector system located deep underground. This configuration sets up DUNE as a machine for discovery, as it enables opportunities not only to perform precision neutrino measurements that may uncover deviations from the present three-flavor mixing paradigm, but also to discover new particles and unveil new interactions and symmetries beyond those predicted in the Standard Model (SM). Of the many potential beyond the Standard Model (BSM) topics DUNE will probe, this paper presents a selection of studies quantifying DUNE's sensitivities to sterile neutrino mixing, heavy neutral leptons, non-standard interactions, CPT symmetry violation, Lorentz invariance violation, neutrino trident production, dark matter from both beam induced and cosmogenic sources, baryon number violation, and other new physics topics that complement those at high-energy colliders and significantly extend the present reach."
CHRISTOPHER MA,Identification and reconstruction of low-energy electrons in the ProtoDUNE-SP detector,
ANDREW SABELHAUS,Trajectory optimization for thermally-actuated soft planar robot limbs,"Practical use of robotic manipulators made from soft materials requires generating and executing complex motions. We present the first approach for generating trajectories of a thermally-actuated soft robotic manipulator. Based on simplified approximations of the soft arm and its antagonistic shape-memory alloy actuator coils, we justify a dynamics model of a discretized rigid manipulator with joint torques proportional to wire temperature. Then, we propose a method to calibrate this model from experimental data and demonstrate that the simulation aligns well with a hardware test. Finally, we use a direct collocation optimization with the robot's nonlinear dynamics to generate feasible state-input trajectories from a desired reference. Three experiments validate our approach for a single-segment robot in hardware: first using a hand-derived reference trajectory, then with two teach-and-repeat tests. The results show promise for both open-loop motion generation as well as for future applications with feedback."
ANDREW SABELHAUS,"Editorial: materials, design, modeling and control of soft robotic artificial muscles.",
ANDREW SABELHAUS,Shape memory alloy (SMA) curator with embedded liquid metal curvature sensor for closed-loop control,"We introduce a soft robot actuator composed of a pre-stressed elastomer film embedded with shape memory alloy (SMA) and a liquid metal (LM) curvature sensor. SMA-based actuators are commonly used as electrically-powered limbs to enable walking, crawling, and swimming of soft robots. However, they are susceptible to overheating and long-term degradation if they are electrically stimulated before they have time to mechanically recover from their previous activation cycle. Here, we address this by embedding the soft actuator with a capacitive LM sensor capable of measuring bending curvature. The soft sensor is thin and elastic and can track curvature changes without significantly altering the natural mechanical properties of the soft actuator. We show that the sensor can be incorporated into a closed-loop ""bang-bang"" controller to ensure that the actuator fully relaxes to its natural curvature before the next activation cycle. In this way, the activation frequency of the actuator can be dynamically adapted for continuous, cyclic actuation. Moreover, in the special case of slower, low power actuation, we can use the embedded curvature sensor as feedback for achieving partial actuation and limiting the amount of curvature change."
ANDREW SABELHAUS,In-situ sensing and dynamics predictions for electrothermally-actuated soft robot limbs,"Untethered soft robots that locomote using electrothermally-responsive materials like shape memory alloy (SMA) face challenging design constraints for sensing actuator states. At the same time, modeling of actuator behaviors faces steep challenges, even with available sensor data, due to complex electrical-thermal-mechanical interactions and hysteresis. This article proposes a framework for in-situ sensing and dynamics modeling of actuator states, particularly temperature of SMA wires, which is used to predict robot motions. A planar soft limb is developed, actuated by a pair of SMA coils, that includes compact and robust sensors for temperature and angular deflection. Data from these sensors are used to train a neural network-based on the long short-term memory (LSTM) architecture to model both unidirectional (single SMA) and bidirectional (both SMAs) motion. Predictions from the model demonstrate that data from the temperature sensor, combined with control inputs, allow for dynamics predictions over extraordinarily long open-loop timescales (10 min) with little drift. Prediction errors are on the order of the soft deflection sensor's accuracy. This architecture allows for compact designs of electrothermally-actuated soft robots that include sensing sufficient for motion predictions, helping to bring these robots into practical application."
