Author,Title,Abstract
B LEE ROBERTS,Measurement of the positive muon anomalous magnetic moment to 0.46 ppm,"We present the first results of the Fermilab National Accelerator Laboratory (FNAL) Muon g-2 Experiment for the positive muon magnetic anomaly a_{μ}≡(g_{μ}-2)/2. The anomaly is determined from the precision measurements of two angular frequencies. Intensity variation of high-energy positrons from muon decays directly encodes the difference frequency ω_{a} between the spin-precession and cyclotron frequencies for polarized muons in a magnetic storage ring. The storage ring magnetic field is measured using nuclear magnetic resonance probes calibrated in terms of the equivalent proton spin precession frequency ω[over ˜]_{p}^{'} in a spherical water sample at 34.7 °C. The ratio ω_{a}/ω[over ˜]_{p}^{'}, together with known fundamental constants, determines a_{μ}(FNAL)=116 592 040(54)×10^{-11} (0.46 ppm). The result is 3.3 standard deviations greater than the standard model prediction and is in excellent agreement with the previous Brookhaven National Laboratory (BNL) E821 measurement. After combination with previous measurements of both μ^{+} and μ^{-}, the new experimental average of a_{μ}(Exp)=116 592 061(41)×10^{-11} (0.35 ppm) increases the tension between experiment and theory to 4.2 standard deviations."
B LEE ROBERTS,Scintillation light detection in the 6-m drift-length ProtoDUNE Dual Phase liquid argon TPC,"DUNE is a dual-site experiment for long-baseline neutrino oscillation studies, neutrino astrophysics and nucleon decay searches. ProtoDUNE Dual Phase (DP) is a 6  ×  6  ×  6 m 3 liquid argon time-projection-chamber (LArTPC) that recorded cosmic-muon data at the CERN Neutrino Platform in 2019-2020 as a prototype of the DUNE Far Detector. Charged particles propagating through the LArTPC produce ionization and scintillation light. The scintillation light signal in these detectors can provide the trigger for non-beam events. In addition, it adds precise timing capabilities and improves the calorimetry measurements. In ProtoDUNE-DP, scintillation and electroluminescence light produced by cosmic muons in the LArTPC is collected by photomultiplier tubes placed up to 7 m away from the ionizing track. In this paper, the ProtoDUNE-DP photon detection system performance is evaluated with a particular focus on the different wavelength shifters, such as PEN and TPB, and the use of Xe-doped LAr, considering its future use in giant LArTPCs. The scintillation light production and propagation processes are analyzed and a comparison of simulation to data is performed, improving understanding of the liquid argon properties."
B LEE ROBERTS,Broadband multi-wavelength properties of M87 during the 2017 Event Horizon Telescope campaign,"In 2017, the Event Horizon Telescope (EHT) Collaboration succeeded in capturing the first direct image of the center of the M87 galaxy. The asymmetric ring morphology and size are consistent with theoretical expectations for a weakly accreting supermassive black hole of mass ∼6.5 × 109 M ⊙. The EHTC also partnered with several international facilities in space and on the ground, to arrange an extensive, quasi-simultaneous multi-wavelength campaign. This Letter presents the results and analysis of this campaign, as well as the multi-wavelength data as a legacy data repository. We captured M87 in a historically low state, and the core flux dominates over HST-1 at high energies, making it possible to combine core flux constraints with the more spatially precise very long baseline interferometry data. We present the most complete simultaneous multi-wavelength spectrum of the active nucleus to date, and discuss the complexity and caveats of combining data from different spatial scales into one broadband spectrum. We apply two heuristic, isotropic leptonic single-zone models to provide insight into the basic source properties, but conclude that a structured jet is necessary to explain M87’s spectrum. We can exclude that the simultaneous γ-ray emission is produced via inverse Compton emission in the same region producing the EHT mm-band emission, and further conclude that the γ-rays can only be produced in the inner jets (inward of HST-1) if there are strongly particle-dominated regions. Direct synchrotron emission from accelerated protons and secondaries cannot yet be excluded."
B LEE ROBERTS,Event Horizon Telescope imaging of the archetypal blazar 3C 279 at an extreme 20 microarcsecond resolution,"3C 279 is an archetypal blazar with a prominent radio jet that show broadband flux density variability across the entire electromagnetic spectrum. We use an ultra-high angular resolution technique – global Very Long Baseline Interferometry (VLBI) at 1.3 mm (230 GHz) – to resolve the innermost jet of 3C 279 in order to study its fine-scale morphology close to the jet base where highly variable γ-ray emission is thought to originate, according to various models. The source was observed during four days in April 2017 with the Event Horizon Telescope at 230 GHz, including the phased Atacama Large Millimeter/submillimeter Array (ALMA), at an angular resolution of ∼20 μas (at a redshift of z = 0.536 this corresponds to ∼0.13 pc  ∼ 1700 Schwarzschild radii with a black hole mass M<jats:sub>BH</jats:sub> = 8 × 10^8 M_⊙). Imaging and model-fitting techniques were applied to the data to parameterize the fine-scale source structure and its variation. We find a multicomponent inner jet morphology with the northernmost component elongated perpendicular to the direction of the jet, as imaged at longer wavelengths. The elongated nuclear structure is consistent on all four observing days and across different imaging methods and model-fitting techniques, and therefore appears robust. Owing to its compactness and brightness, we associate the northern nuclear structure as the VLBI “core”. This morphology can be interpreted as either a broad resolved jet base or a spatially bent jet. We also find significant day-to-day variations in the closure phases, which appear most pronounced on the triangles with the longest baselines. Our analysis shows that this variation is related to a systematic change of the source structure. Two inner jet components move non-radially at apparent speeds of ∼15 c and ∼20 c (∼1.3 and ∼1.7 μas day^−1, respectively), which more strongly supports the scenario of traveling shocks or instabilities in a bent, possibly rotating jet. The observed apparent speeds are also coincident with the 3C 279 large-scale jet kinematics observed at longer (cm) wavelengths, suggesting no significant jet acceleration between the 1.3 mm core and the outer jet. The intrinsic brightness temperature of the jet components are ≲10^10 K, a magnitude or more lower than typical values seen at ≥7 mm wavelengths. The low brightness temperature and morphological complexity suggest that the core region of 3C 279 becomes optically thin at short (mm) wavelengths."
B LEE ROBERTS,First M87 Event Horizon Telescope results. II. Array and instrumentation,"The Event Horizon Telescope (EHT) is a very long baseline interferometry (VLBI) array that comprises millimeter- and submillimeter-wavelength telescopes separated by distances comparable to the diameter of the Earth. At a nominal operating wavelength of ~1.3 mm, EHT angular resolution (λ/D) is ~25 μas, which is sufficient to resolve nearby supermassive black hole candidates on spatial and temporal scales that correspond to their event horizons. With this capability, the EHT scientific goals are to probe general relativistic effects in the strong-field regime and to study accretion and relativistic jet formation near the black hole boundary. In this Letter we describe the system design of the EHT, detail the technology and instrumentation that enable observations, and provide measures of its performance. Meeting the EHT science objectives has required several key developments that have facilitated the robust extension of the VLBI technique to EHT observing wavelengths and the production of instrumentation that can be deployed on a heterogeneous array of existing telescopes and facilities. To meet sensitivity requirements, high-bandwidth digital systems were developed that process data at rates of 64 gigabit s−1, exceeding those of currently operating cm-wavelength VLBI arrays by more than an order of magnitude. Associated improvements include the development of phasing systems at array facilities, new receiver installation at several sites, and the deployment of hydrogen maser frequency standards to ensure coherent data capture across the array. These efforts led to the coordination and execution of the first Global EHT observations in 2017 April, and to event-horizon-scale imaging of the supermassive black hole candidate in M87."
B LEE ROBERTS,First M87 Event Horizon Telescope results. I. The shadow of the supermassive black hole,"When surrounded by a transparent emission region, black holes are expected to reveal a dark shadow caused by gravitational light bending and photon capture at the event horizon. To image and study this phenomenon, we have assembled the Event Horizon Telescope, a global very long baseline interferometry array observing at a wavelength of 1.3 mm. This allows us to reconstruct event-horizon-scale images of the supermassive black hole candidate in the center of the giant elliptical galaxy M87. We have resolved the central compact radio source as an asymmetric bright emission ring with a diameter of 42 ± 3 μas, which is circular and encompasses a central depression in brightness with a flux ratio gsim10:1. The emission ring is recovered using different calibration and imaging schemes, with its diameter and width remaining stable over four different observations carried out in different days. Overall, the observed image is consistent with expectations for the shadow of a Kerr black hole as predicted by general relativity. The asymmetry in brightness in the ring can be explained in terms of relativistic beaming of the emission from a plasma rotating close to the speed of light around a black hole. We compare our images to an extensive library of ray-traced general-relativistic magnetohydrodynamic simulations of black holes and derive a central mass of M = (6.5 ± 0.7) × 10^9 M ⊙. Our radio-wave observations thus provide powerful evidence for the presence of supermassive black holes in centers of galaxies and as the central engines of active galactic nuclei. They also present a new tool to explore gravity in its most extreme limit and on a mass scale that was so far not accessible."
B LEE ROBERTS,First Sagittarius A* Event Horizon Telescope results. III. Imaging of the Galactic center supermassive black hole,"We present the first event-horizon-scale images and spatiotemporal analysis of Sgr A* taken with the Event Horizon Telescope in 2017 April at a wavelength of 1.3 mm. Imaging of Sgr A* has been conducted through surveys over a wide range of imaging assumptions using the classical CLEAN algorithm, regularized maximum likelihood methods, and a Bayesian posterior sampling method. Different prescriptions have been used to account for scattering effects by the interstellar medium toward the Galactic center. Mitigation of the rapid intraday variability that characterizes Sgr A* has been carried out through the addition of a “variability noise budget” in the observed visibilities, facilitating the reconstruction of static full-track images. Our static reconstructions of Sgr A* can be clustered into four representative morphologies that correspond to ring images with three different azimuthal brightness distributions and a small cluster that contains diverse nonring morphologies. Based on our extensive analysis of the effects of sparse (u, v)-coverage, source variability, and interstellar scattering, as well as studies of simulated visibility data, we conclude that the Event Horizon Telescope Sgr A* data show compelling evidence for an image that is dominated by a bright ring of emission with a ring diameter of ∼50 μas, consistent with the expected “shadow” of a 4 × 106 M⊙ black hole in the Galactic center located at a distance of 8 kpc."
B LEE ROBERTS,Characterizing and mitigating intraday variability: reconstructing source structure in accreting black holes with mm-VLBI,"The extraordinary physical resolution afforded by the Event Horizon Telescope has opened a window onto the astrophysical phenomena unfolding on horizon scales in two known black holes, M87* and Sgr A*. However, with this leap in resolution has come a new set of practical complications. Sgr A* exhibits intraday variability that violates the assumptions underlying Earth aperture synthesis, limiting traditional image reconstruction methods to short timescales and data sets with very sparse (u, v) coverage. We present a new set of tools to detect and mitigate this variability. We develop a data-driven, model-agnostic procedure to detect and characterize the spatial structure of intraday variability. This method is calibrated against a large set of mock data sets, producing an empirical estimator of the spatial power spectrum of the brightness fluctuations. We present a novel Bayesian noise modeling algorithm that simultaneously reconstructs an average image and statistical measure of the fluctuations about it using a parameterized form for the excess variance in the complex visibilities not otherwise explained by the statistical errors. These methods are validated using a variety of simulated data, including general relativistic magnetohydrodynamic simulations appropriate for Sgr A* and M87*. We find that the reconstructed source structure and variability are robust to changes in the underlying image model. We apply these methods to the 2017 EHT observations of M87*, finding evidence for variability across the EHT observing campaign. The variability mitigation strategies presented are widely applicable to very long baseline interferometry observations of variable sources generally, for which they provide a data-informed averaging procedure and natural characterization of inter-epoch image consistency."
CHRISTOPHER ROBERTSON,"SIVagm infection in wild African green monkeys from South Africa: epidemiology, natural history, and evolutionary considerations","Pathogenesis studies of SIV infection have not been performed to date in wild monkeys due to difficulty in collecting and storing samples on site and the lack of analytical reagents covering the extensive SIV diversity. We performed a large scale study of molecular epidemiology and natural history of SIVagm infection in 225 free-ranging AGMs from multiple locations in South Africa. SIV prevalence (established by sequencing pol, env, and gag) varied dramatically between infant/juvenile (7%) and adult animals (68%) (p,0.0001), and between adult females (78%) and males (57%). Phylogenetic analyses revealed an extensive genetic diversity, including frequent recombination events. Some AGMs harbored epidemiological linked viruses. Viruses infecting AGMs in the Free State, which are separated from those on the coastal side by the Drakensberg Mountains, formed a separate cluster in the phylogenetic trees; this observation supports a long standing presence of SIV in AGMs, at least from the time of their speciation to their Plio-Pleistocene migration. Specific primers/probes were synthesized based on the pol sequence data and viral loads (VLs) were quantified. VLs were of 104 –106 RNA copies/ml, in the range of those observed in experimentally-infected monkeys, validating the experimental approaches in natural hosts. VLs were significantly higher (107–108 RNA copies/ml) in 10 AGMs diagnosed as acutely infected based on SIV seronegativity (Fiebig II), which suggests a very active transmission of SIVagm in the wild. Neither cytokine levels (as biomarkers of immune activation) nor sCD14 levels (a biomarker of microbial translocation) were different between SIVinfected and SIV-uninfected monkeys. This complex algorithm combining sequencing and phylogeny, VL quantification, serology, and testing of surrogate markers of microbial translocation and immune activation permits a systematic investigation of the epidemiology, viral diversity and natural history of SIV infection in wild African natural hosts."
CHRISTOPHER ROBERTSON,Predicting attitudinal and behavioral responses to COVID-19 pandemic using machine learning,"At the beginning of 2020, COVID-19 became a global problem. Despite all the efforts to emphasize the relevance of preventive measures, not everyone adhered to them. Thus, learning more about the characteristics determining attitudinal and behavioral responses to the pandemic is crucial to improving future interventions. In this study, we applied machine learning on the multinational data collected by the International Collaboration on the Social and Moral Psychology of COVID-19 (N = 51,404) to test the predictive efficacy of constructs from social, moral, cognitive, and personality psychology, as well as socio-demographic factors, in the attitudinal and behavioral responses to the pandemic. The results point to several valuable insights. Internalized moral identity provided the most consistent predictive contribution-individuals perceiving moral traits as central to their self-concept reported higher adherence to preventive measures. Similar results were found for morality as cooperation, symbolized moral identity, self-control, open-mindedness, and collective narcissism, while the inverse relationship was evident for the endorsement of conspiracy theories. However, we also found a non-neglible variability in the explained variance and predictive contributions with respect to macro-level factors such as the pandemic stage or cultural region. Overall, the results underscore the importance of morality-related and contextual factors in understanding adherence to public health recommendations during the pandemic."
CHRISTOPHER ROBERTSON,The SNO+ experiment,
CHRISTOPHER ROBERTSON,Current status and future prospects of the SNO+ experiment,"SNO+ is a large liquid scintillator-based experiment located 2 km underground at SNOLAB, Sudbury, Canada. It reuses the Sudbury Neutrino Observatory detector, consisting of a 12 m diameter acrylic vessel which will be filled with about 780 tonnes of ultra-pure liquid scintillator. Designed as a multipurpose neutrino experiment, the primary goal of SNO+ is a search for the neutrinoless double-beta decay (0νββ) of ^130Te. In Phase I, the detector will be loaded with 0.3% natural tellurium, corresponding to nearly 800 kg of ^130Te, with an expected effective Majorana neutrino mass sensitivity in the region of 55–133 meV, just above the inverted mass hierarchy. Recently, the possibility of deploying up to ten times more natural tellurium has been investigated, which would enable SNO+ to achieve sensitivity deep into the parameter space for the inverted neutrino mass hierarchy in the future. Additionally, SNO+ aims to measure reactor antineutrino oscillations, low energy solar neutrinos, and geoneutrinos, to be sensitive to supernova neutrinos, and to search for exotic physics. A first phase with the detector filled with water will begin soon, with the scintillator phase expected to start after a few months of water data taking. The 0νββ Phase I is foreseen for 2017."
DAVID A HARRIS,"D-cycloserine augmentation of exposure-based cognitive behavior therapy for anxiety, obsessive-compulsive, and posttraumatic stress disorders: a systematic review and meta-analysis of individual participant data","Importance: Whether and under which conditions D-cycloserine (DCS) augments the effects of exposure-based cognitive behavior therapy for anxiety, obsessive-compulsive, and posttraumatic stress disorders is unclear. Objective: To clarify whether DCS is superior to placebo in augmenting the effects of cognitive behavior therapy for anxiety, obsessive-compulsive, and posttraumatic stress disorders and to evaluate whether antidepressants interact with DCS and the effect of potential moderating variables. Data Sources: PubMed, EMBASE, and PsycINFO were searched from inception to February 10, 2016. Reference lists of previous reviews and meta-analyses and reports of randomized clinical trials were also checked. Study Selection: Studies were eligible for inclusion if they were (1) double-blind randomized clinical trials of DCS as an augmentation strategy for exposure-based cognitive behavior therapy and (2) conducted in humans diagnosed as having specific phobia, social anxiety disorder, panic disorder with or without agoraphobia, obsessive-compulsive disorder, or posttraumatic stress disorder. Data Extraction and Synthesis: Raw data were obtained from the authors and quality controlled. Data were ranked to ensure a consistent metric across studies (score range, 0-100). We used a 3-level multilevel model nesting repeated measures of outcomes within participants, who were nested within studies. Results: Individual participant data were obtained for 21 of 22 eligible trials, representing 1047 of 1073 eligible participants. When controlling for antidepressant use, participants receiving DCS showed greater improvement from pretreatment to posttreatment (mean difference, -3.62; 95% CI, -0.81 to -6.43; P = .01; d = -0.25) but not from pretreatment to midtreatment (mean difference, -1.66; 95% CI, -4.92 to 1.60; P = .32; d = -0.14) or from pretreatment to follow-up (mean difference, -2.98, 95% CI, -5.99 to 0.03; P = .05; d = -0.19). Additional analyses showed that participants assigned to DCS were associated with lower symptom severity than those assigned to placebo at posttreatment and at follow-up. Antidepressants did not moderate the effects of DCS. None of the prespecified patient-level or study-level moderators was associated with outcomes. Conclusions and Relevance: D-cycloserine is associated with a small augmentation effect on exposure-based therapy. This effect is not moderated by the concurrent use of antidepressants. Further research is needed to identify patient and/or therapy characteristics associated with DCS response."
DAVID A HARRIS,"Scope: v. 3, no. 1-6",
DAVID A HARRIS,"BMQ : Boston medical quarterly: v. 11, no. 1-4",
DAVID A HARRIS,"The medical student: v. 15, no. 1-8.",
DAVID A HARRIS,"Genome-wide association studies of serum magnesium, potassium, and sodium concentrations identify six loci influencing serum magnesium levels","Magnesium, potassium, and sodium, cations commonly measured in serum, are involved in many physiological processes including energy metabolism, nerve and muscle function, signal transduction, and fluid and blood pressure regulation. To evaluate the contribution of common genetic variation to normal physiologic variation in serum concentrations of these cations, we conducted genome-wide association studies of serum magnesium, potassium, and sodium concentrations using ∼2.5 million genotyped and imputed common single nucleotide polymorphisms (SNPs) in 15,366 participants of European descent from the international CHARGE Consortium. Study-specific results were combined using fixed-effects inverse-variance weighted meta-analysis. SNPs demonstrating genome-wide significant (p<5×10−8) or suggestive associations (p<4×10−7) were evaluated for replication in an additional 8,463 subjects of European descent. The association of common variants at six genomic regions (in or near MUC1, ATP2B1, DCDC5, TRPM6, SHROOM3, and MDS1) with serum magnesium levels was genome-wide significant when meta-analyzed with the replication dataset. All initially significant SNPs from the CHARGE Consortium showed nominal association with clinically defined hypomagnesemia, two showed association with kidney function, two with bone mineral density, and one of these also associated with fasting glucose levels. Common variants in CNNM2, a magnesium transporter studied only in model systems to date, as well as in CNNM3 and CNNM4, were also associated with magnesium concentrations in this study. We observed no associations with serum sodium or potassium levels exceeding p<4×10−7. Follow-up studies of newly implicated genomic loci may provide additional insights into the regulation and homeostasis of human serum magnesium levels. Author Summary Magnesium, potassium, and sodium are involved in important physiological processes. To better understand how common genetic variation may contribute to inter-individual differences in serum concentrations of these electrolytes, we evaluated single nucleotide polymorphisms (SNPs) across the genome in association with serum magnesium, potassium, and sodium levels in 15,366 participants of European descent from the CHARGE Consortium. We then verified the associations in an additional 8,463 study participants. Six different genomic regions contain variants that are reproducibly associated with serum magnesium levels, and only one of the regions had been previously known to influence serum magnesium concentrations in humans. The identified SNPs also show association with clinically defined hypomagnesemia, and some of them with traits that have been linked to serum magnesium levels, including kidney function, fasting glucose, and bone mineral density. We further provide evidence for a physiological role of magnesium transporters in humans which have previously only been studied in model systems. None of the SNPs evaluated in our study are significantly associated with serum levels of sodium or potassium. Additional studies are needed to investigate the underlying molecular mechanisms in order to help us understand the contribution of these newly identified regions to magnesium homeostasis."
DAVID A HARRIS,NFIA Haploinsufficiency Is Associated with a CNS Malformation Syndrome and Urinary Tract Defects,"Complex central nervous system (CNS) malformations frequently coexist with other developmental abnormalities, but whether the associated defects share a common genetic basis is often unclear. We describe five individuals who share phenotypically related CNS malformations and in some cases urinary tract defects, and also haploinsufficiency for the NFIA transcription factor gene due to chromosomal translocation or deletion. Two individuals have balanced translocations that disrupt NFIA. A third individual and two half-siblings in an unrelated family have interstitial microdeletions that include NFIA. All five individuals exhibit similar CNS malformations consisting of a thin, hypoplastic, or absent corpus callosum, and hydrocephalus or ventriculomegaly. The majority of these individuals also exhibit Chiari type I malformation, tethered spinal cord, and urinary tract defects that include vesicoureteral reflux. Other genes are also broken or deleted in all five individuals, and may contribute to the phenotype. However, the only common genetic defect is NFIA haploinsufficiency. In addition, previous analyses of Nfia−/− knockout mice indicate that Nfia deficiency also results in hydrocephalus and agenesis of the corpus callosum. Further investigation of the mouse Nfia+/− and Nfia−/− phenotypes now reveals that, at reduced penetrance, Nfia is also required in a dosage-sensitive manner for ureteral and renal development. Nfia is expressed in the developing ureter and metanephric mesenchyme, and Nfia+/− and Nfia−/− mice exhibit abnormalities of the ureteropelvic and ureterovesical junctions, as well as bifid and megaureter. Collectively, the mouse Nfia mutant phenotype and the common features among these five human cases indicate that NFIA haploinsufficiency contributes to a novel human CNS malformation syndrome that can also include ureteral and renal defects. Author Summary Central nervous system (CNS) and urinary tract abnormalities are common human malformations, but their variability and genetic complexity make it difficult to identify the responsible genes. Analysis of human chromosomal abnormalities associated with such disorders offers one approach to this problem. In five individuals described herein, a novel human syndrome that involves both CNS and urinary tract defects is associated with chromosomal disruption or deletion of NFIA, encoding a member of the Nuclear Factor I (NFI) family of transcription factors. This syndrome includes brain abnormalities (abnormal corpus callosum, hydrocephalus, ventriculomegaly, and Chiari type I malformation), spinal abnormalities (tethered spinal cord), and urinary tract abnormalities (vesicoureteral reflux). Nfia disruption in mice was already known to cause hydrocephalus and abnormal corpus callosum, and is now shown to exhibit renal defects and disturbed ureteral development. Other genes besides NFIA are also disrupted or deleted and may contribute to the observed phenotype. However, loss of one copy of NFIA is the only genetic defect common to all five patients. The authors thus provide evidence that genetic loss of NFIA contributes to a distinct CNS malformation syndrome with urinary tract defects of variable penetrance."
DAVID A HARRIS,"BMQ : Boston medical quarterly: v. 14, no. 1-4",
DAVID A HARRIS,Prospects for beyond the standard model physics searches at the deep underground neutrino experiment: DUNE collaboration,"The Deep Underground Neutrino Experiment (DUNE) will be a powerful tool for a variety of physics topics. The high-intensity proton beams provide a large neutrino flux, sampled by a near detector system consisting of a combination of capable precision detectors, and by the massive far detector system located deep underground. This configuration sets up DUNE as a machine for discovery, as it enables opportunities not only to perform precision neutrino measurements that may uncover deviations from the present three-flavor mixing paradigm, but also to discover new particles and unveil new interactions and symmetries beyond those predicted in the Standard Model (SM). Of the many potential beyond the Standard Model (BSM) topics DUNE will probe, this paper presents a selection of studies quantifying DUNE's sensitivities to sterile neutrino mixing, heavy neutral leptons, non-standard interactions, CPT symmetry violation, Lorentz invariance violation, neutrino trident production, dark matter from both beam induced and cosmogenic sources, baryon number violation, and other new physics topics that complement those at high-energy colliders and significantly extend the present reach."
DAVID A HARRIS,Identification and reconstruction of low-energy electrons in the ProtoDUNE-SP detector,
DAVID A HARRIS,The long-baseline neutrino experiment: exploring fundamental symmetries of the universe,"The preponderance of matter over antimatter in the early Universe, the dynamics of the supernova bursts that produced the heavy elements necessary for life and whether protons eventually decay --- these mysteries at the forefront of particle physics and astrophysics are key to understanding the early evolution of our Universe, its current state and its eventual fate. The Long-Baseline Neutrino Experiment (LBNE) represents an extensively developed plan for a world-class experiment dedicated to addressing these questions. LBNE is conceived around three central components: (1) a new, high-intensity neutrino source generated from a megawatt-class proton accelerator at Fermi National Accelerator Laboratory, (2) a near neutrino detector just downstream of the source, and (3) a massive liquid argon time-projection chamber deployed as a far detector deep underground at the Sanford Underground Research Facility. This facility, located at the site of the former Homestake Mine in Lead, South Dakota, is approximately 1,300 km from the neutrino source at Fermilab -- a distance (baseline) that delivers optimal sensitivity to neutrino charge-parity symmetry violation and mass ordering effects. This ambitious yet cost-effective design incorporates scalability and flexibility and can accommodate a variety of upgrades and contributions. With its exceptional combination of experimental configuration, technical capabilities, and potential for transformative discoveries, LBNE promises to be a vital facility for the field of particle physics worldwide, providing physicists from around the globe with opportunities to collaborate in a twenty to thirty year program of exciting science. In this document we provide a comprehensive overview of LBNE's scientific objectives, its place in the landscape of neutrino physics worldwide, the technologies it will incorporate and the capabilities it will possess."
DAVID A HARRIS,Scintillation light detection in the 6-m drift-length ProtoDUNE Dual Phase liquid argon TPC,"DUNE is a dual-site experiment for long-baseline neutrino oscillation studies, neutrino astrophysics and nucleon decay searches. ProtoDUNE Dual Phase (DP) is a 6  ×  6  ×  6 m 3 liquid argon time-projection-chamber (LArTPC) that recorded cosmic-muon data at the CERN Neutrino Platform in 2019-2020 as a prototype of the DUNE Far Detector. Charged particles propagating through the LArTPC produce ionization and scintillation light. The scintillation light signal in these detectors can provide the trigger for non-beam events. In addition, it adds precise timing capabilities and improves the calorimetry measurements. In ProtoDUNE-DP, scintillation and electroluminescence light produced by cosmic muons in the LArTPC is collected by photomultiplier tubes placed up to 7 m away from the ionizing track. In this paper, the ProtoDUNE-DP photon detection system performance is evaluated with a particular focus on the different wavelength shifters, such as PEN and TPB, and the use of Xe-doped LAr, considering its future use in giant LArTPCs. The scintillation light production and propagation processes are analyzed and a comparison of simulation to data is performed, improving understanding of the liquid argon properties."
DAVID A HARRIS,"The medical student: v. 12, no. 2-8",
DAVID A HARRIS,A new paradigm for pandemic preparedness,"PURPOSE OF REVIEW: Preparing for pandemics requires a degree of interdisciplinary work that is challenging under the current paradigm. This review summarizes the challenges faced by the field of pandemic science and proposes how to address them. RECENT FINDINGS: The structure of current siloed systems of research organizations hinders effective interdisciplinary pandemic research. Moreover, effective pandemic preparedness requires stakeholders in public policy and health to interact and integrate new findings rapidly, relying on a robust, responsive, and productive research domain. Neither of these requirements are well supported under the current system. SUMMARY: We propose a new paradigm for pandemic preparedness wherein interdisciplinary research and close collaboration with public policy and health practitioners can improve our ability to prevent, detect, and treat pandemics through tighter integration among domains, rapid and accurate integration, and translation of science to public policy, outreach and education, and improved venues and incentives for sustainable and robust interdisciplinary work."
ALLEN L GIFFORD,Pilot randomized trial of the effect of wireless telemonitoring on compliance and treatment efficacy in obstructive sleep apnea,"BACKGROUND: Obstructive sleep apnea (OSA) is a prevalent and serious medical condition characterized by repeated complete or partial obstructions of the upper airway during sleep and is prevalent in 2% to 4% of working middle-aged adults. Nasal continuous positive airway pressure (CPAP) is the gold-standard treatment for OSA. Because compliance rates with CPAP therapy are disappointingly low, effective interventions are needed to improve CPAP compliance among patients diagnosed with OSA. OBJECTIVE: The aim was to determine whether wireless telemonitoring of CPAP compliance and efficacy data, compared to usual clinical care, results in higher CPAP compliance and improved OSA outcomes. METHODS. 45 patients newly diagnosed with OSA were randomized to either telemonitored clinical care or usual clinical care and were followed for their first 2 months of treatment with CPAP therapy. CPAP therapists were not blinded to the participants' treatment group. RESULTS: 20 participants in each group received the designated intervention. Patients randomized to telemonitored clinical care used CPAP an average of 4.1 ± 1.8 hours per night, while the usual clinical care patients averaged 2.8 ± 2.2 hours per night (P = .07). Telemonitored patients used CPAP on 78% ± 22% of the possible nights, while usual care patients used CPAP on 60% ± 32% of the nights (P = .07). No statistically significant differences between the groups were found on measures of CPAP efficacy, including measures of mask leak and the Apnea-Hypopnea Index. Patients in the telemonitored group rated their likelihood to continue using CPAP significantly higher than the patients in the usual care group. Patients in both groups were highly satisfied with the care they received and rated themselves as ""not concerned"" that their CPAP data were being wirelessly monitored. CONCLUSIONS: Telemonitoring of CPAP compliance and efficacy data and rapid use of those data by the clinical sleep team to guide the collaborative (ie, patient and provider) management of CPAP treatment is as effective as usual care in improving compliance rates and outcomes in new CPAP users. This study was designed as a pilot—larger, well-powered studies are necessary to fully evaluate the clinical and economic efficacy of telemonitoring for this population."
ALLEN L GIFFORD,Evaluation of the Sustainability of an Intervention to Increase HIV Testing,"BACKGROUND Sustainability—the routinization and institutionalization of processes that improve the quality of healthcare—is difficult to achieve and not often studied. OBJECTIVE To evaluate the sustainability of increased rates of HIV testing after implementation of a multi-component intervention in two Veterans Health Administration healthcare systems. DESIGN Quasi-experimental implementation study in which the effect of transferring responsibility to conduct the provider education component of the intervention from research to operational staff was assessed. PATIENTS Persons receiving healthcare between 2005 and 2006 (intervention year) and 2006 and 2007 (sustainability year). MEASUREMENTS Monthly HIV testing rate, stratified by frequency of clinic visits RESULTS The monthly adjusted testing rate increased from 2% at baseline to 6% at the end intervention year and then declined reaching 4% at the end of the sustainability year. However, the stratified, visit-specific testing rate for persons newly exposed to the intervention (i.e., having their first through third visits during the study period) increased throughout the intervention and sustainability years. Increases in the proportion of visits by patients who remained untested despite multiple, prior exposures to the intervention accounted for the aggregate attenuation of testing during the sustainability year. Overall, the percentage of patients who received an HIV test in the sustainability year was 11.6%, in the intervention year 11.1%, and in the pre-intervention year 5.0% CONCLUSIONS Provider education combined with informatics and organizational support had a sustainable effect on HIV testing rates. The effect was most pronounced during patients' early contacts with the healthcare system."
LEV B LEVITIN,An analytical model for virtual cut-through routing,"An analytical model of a network with 2-dim torus topology and virtual cut-through routing has been considered in order to find out and analyze certain relationships between network parameters, load and performance. An exact expression for the saturation point (message generation rate at which network saturates) and expressions for the latency as a function of the message generation rate under the assumptions of the “mean field” theory have been obtained. It has been found that the saturation point is inversely proportional to the message length and to the distance between the source and destination. The theoretical results are in a good agreement with small-scale simulation experiments."
LEV B LEVITIN,Computer interconnection networks with virtual cut-through routing,"This paper considers a model of a toroidal computer interconnection network with the virtual cut-through routing. The interrelationships between network parameters, load and performance are analyzed. An exact analytical expression for the saturation point and expressions for the latency as a function of the message generation rate under the mean field theory approximation have been obtained. The theoretical results have been corroborated with the results of simulation experiments for various values of network parameters. The network behavior has been found not depending on the torus linear dimensions provided that they are at least twice as large as the message path length. The saturation point has been found to be inversely proportional to the message length in good agreement with the analytical results. A good agreement with Little’s theorem has been found if the network remains in the steady state during the experiment."
